# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
CNGB1             16   57916244   58005020    118      31  229680     0.033988   -5.3413e-05     0.034041
TEPP              16   58010339   58022020      5       2  218667       1.2293   -5.3413e-05       1.2293
ZNF319            16   58028572   58034551      6       2  230892      0.83255   -5.3413e-05       0.8326
USB1              16   58033450   58055527      9       2  203130      -1.2235   -5.3413e-05      -1.2234
MMP15             16   58059282   58080805      8       1  234813    -0.089986   -5.3413e-05    -0.089932
CFAP20            16   58147496   58163296      8       2  240080       1.0773   -5.3413e-05       1.0773
CSNK2A2           16   58191811   58231782     41       7  246390      -1.4774   -5.3413e-05      -1.4773
CCDC113           16   58283840   58317740     37       5  242332      -1.4463   -5.3413e-05      -1.4462
PRSS54            16   58313901   58328951     22       5  241320      -1.4976   -5.3413e-05      -1.4975
GINS3             16   58426298   58440048      4       2  249224      -1.1727   -5.3413e-05      -1.1726
NDRG4             16   58497549   58547523     39      14  222270      -2.3997   -5.3413e-05      -2.3997
SETD6             16   58549383   58554431      5       2  182109      -1.3166   -5.3413e-05      -1.3165
CNOT1             16   58553850   58663790     71       7  243034      -2.8852   -5.3413e-05      -2.8852
SLC38A7           16   58700298   58718674     24       5  249214      -1.1837   -5.3413e-05      -1.1836
GOT2              16   58741035   58768246     24       4  234083      -1.0738   -5.3413e-05      -1.0738
CDH8              16   61681169   62070939    291      28  243309        1.096   -5.3413e-05        1.096
CDH11             16   64916794   65160015    297      17  242762       2.0631   -5.3413e-05       2.0631
CDH5              16   66400525   66438689     28       8  224051     -0.52629   -5.3413e-05     -0.52623
BEAN1             16   66461200   66527432     39       9  215577       1.9234   -5.3413e-05       1.9234
TK2               16   66541906   66584315     22       3  232658       2.5584   -5.3413e-05       2.5585
CKLF              16   66586466   66603832     14       3  239146       1.5243   -5.3413e-05       1.5243
CKLF-CMTM1        16   66586466   66613038     26       3  236927       1.5669   -5.3413e-05        1.567
CMTM1             16   66599849   66613038     15       2  237105       1.6604   -5.3413e-05       1.6605
CMTM2             16   66613351   66622178      6       1  248195       1.4326   -5.3413e-05       1.4326
CMTM3             16   66637935   66647795      7       3  218715      0.70818   -5.3413e-05      0.70823
CMTM4             16   66648653   66730610     47       4  244031      0.69716   -5.3413e-05      0.69721
DYNC1LI2          16   66754796   66785526     17       2  249716     -0.34663   -5.3413e-05     -0.34658
CCDC79            16   66788879   66835523     23       3  237976     0.072386   -5.3413e-05     0.072439
NAE1              16   66836781   66864880     13       3  248682     -0.59736   -5.3413e-05     -0.59731
CA7               16   66878282   66888052      5       2  229960     -0.51299   -5.3413e-05     -0.51294
PDP2              16   66914360   66925004      5       2  248540       1.6988   -5.3413e-05       1.6989
CDH16             16   66942025   66952887      6       3  237453     -0.34113   -5.3413e-05     -0.34108
RRAD              16   66955582   66959439      1       1  250028      -1.7295   -5.3413e-05      -1.7295
FAM96B            16   66965958   66968326      1       1   55348      -1.2689   -5.3413e-05      -1.2688
CES2              16   66968347   66978999      5       2  230755       -1.249   -5.3413e-05       -1.249
CES3              16   66995132   67009052      2       1  245179      0.83741   -5.3413e-05      0.83747
CES4A             16   67022491   67043661      2       1  168017     -0.27101   -5.3413e-05     -0.27095
CBFB              16   67063050   67134961     13       3  228151     -0.65863   -5.3413e-05     -0.65857
C16orf70          16   67143801   67182442     16       5  192694     0.036716   -5.3413e-05     0.036769
TRADD             16   67188088   67193812      1       1  239728       1.2188   -5.3413e-05       1.2188
FBXL8             16   67193891   67198077      1       1  123424      -0.5935   -5.3413e-05     -0.59345
HSF4              16   67197288   67203848      1       1  180964       1.5916   -5.3413e-05       1.5916
NOL3              16   67204400   67209640      2       1  247805      -1.6407   -5.3413e-05      -1.6406
KIAA0895L         16   67209505   67217883      3       2  206771      0.29898   -5.3413e-05      0.29904
EXOC3L1           16   67217652   67224112      4       1  197916      -1.5436   -5.3413e-05      -1.5436
E2F4              16   67226068   67232821      4       2  217620     0.018201   -5.3413e-05     0.018254
ELMO3             16   67233014   67237932      4       2  204297    -0.074328   -5.3413e-05    -0.074275
LRRC29            16   67241042   67260901      7       2  220442     -0.81931   -5.3413e-05     -0.81926
TMEM208           16   67261006   67263182      2       1  183600       1.4252   -5.3413e-05       1.4252
FHOD1             16   67263292   67281425      4       1  242626     -0.64092   -5.3413e-05     -0.64087
SLC9A5            16   67282855   67306094      7       2  235439      0.78143   -5.3413e-05      0.78148
PLEKHG4           16   67311413   67323403      9       3  220703       4.3763   -5.3413e-05       4.3764
KCTD19            16   67323338   67360664     14       3  238599        4.977   -5.3413e-05        4.977
LRRC36            16   67360747   67419109     25       3  240225       4.8157   -5.3413e-05       4.8158
TPPP3             16   67423710   67427449      4       1  249656       4.7882   -5.3413e-05       4.7882
ZDHHC1            16   67428322   67450339      8       2  221180       4.4915   -5.3413e-05       4.4915
HSD11B2           16   67465036   67471456      1       1  239629       4.8319   -5.3413e-05        4.832
ATP6V0D1          16   67471917   67515089     13       3  243548       4.8454   -5.3413e-05       4.8454
FAM65A            16   67562717   67580691      2       1  236007        3.337   -5.3413e-05       3.3371
CTCF              16   67596310   67673088      6       2  245218      0.70417   -5.3413e-05      0.70422
RLTPR             16   67679030   67691472      2       1  225811       3.4836   -5.3413e-05       3.4837
ACD               16   67691415   67694718      1       1  195459       1.2749   -5.3413e-05        1.275
ENKD1             16   67696850   67700628      2       1  186823       1.0357   -5.3413e-05       1.0358
GFOD2             16   67708436   67753273      5       2  245604       4.3104   -5.3413e-05       4.3105
RANBP10           16   67756973   67840788     21       4  181854       3.4284   -5.3413e-05       3.4284
TSNAXIP1          16   67840829   67861971      4       2  208027      0.63187   -5.3413e-05      0.63193
CENPT             16   67862060   67881361      5       2  248513       3.8946   -5.3413e-05       3.8947
NUTF2             16   67880819   67906470      8       2  219737       1.5602   -5.3413e-05       1.5603
EDC4              16   67906926   67918417      3       2  195212       2.8088   -5.3413e-05       2.8089
NRN1L             16   67918781   67920271      1       1   56379       1.3051   -5.3413e-05       1.3051
PSKH1             16   67927175   67963581     10       3  172009       1.2998   -5.3413e-05       1.2998
CTRL              16   67963473   67965778      1       1   73853       1.1417   -5.3413e-05       1.1418
PSMB10            16   67968407   67970780      3       2  213705        3.142   -5.3413e-05       3.1421
LCAT              16   67973787   67978656      3       2  243129       4.4788   -5.3413e-05       4.4789
SLC12A4           16   67977377   68002597     13       4  206585       3.3651   -5.3413e-05       3.3652
DPEP3             16   68009566   68014452      3       1  178727      0.96236   -5.3413e-05      0.96242
DPEP2             16   68021293   68034493      5       2  202658       2.3727   -5.3413e-05       2.3727
DDX28             16   68055177   68057770      2       1  227222      0.14731   -5.3413e-05      0.14737
DUS2              16   68056847   68113226     12       2  237016     0.072761   -5.3413e-05     0.072814
NFATC3            16   68118654   68263162     36       2  245024      0.60465   -5.3413e-05       0.6047
ESRP2             16   68262450   68270136      2       1  247364      0.46666   -5.3413e-05      0.46671
PLA2G15           16   68279240   68294965     10       2  247920     0.014502   -5.3413e-05     0.014555
SLC7A6            16   68298419   68335726     12       2  252931     -0.16493   -5.3413e-05     -0.16487
SLC7A6OS          16   68318043   68344868     13       2  252970     -0.35753   -5.3413e-05     -0.35748
PRMT7             16   68344877   68391169     43       5  241997       1.1786   -5.3413e-05       1.1786
SMPD3             16   68392230   68482409     86       9  245826      0.72531   -5.3413e-05      0.72536
ZFP90             16   68573192   68609975     57       3  248989      -3.2405   -5.3413e-05      -3.2404
CDH3              16   68678151   68732959     49       7  244270      -1.0387   -5.3413e-05      -1.0386
CDH1              16   68771128   68869445     96      10  244904     -0.91206   -5.3413e-05       -0.912
TANGO6            16   68877456   69119085     95      13  242295       1.2315   -5.3413e-05       1.2316
HAS3              16   69139467   69152622      5       3  238175       1.4407   -5.3413e-05       1.4407
CHTF8             16   69151912   69166493      3       1  252032       2.2087   -5.3413e-05       2.2087
CIRH1A            16   69166499   69202937     10       3  252879       1.0854   -5.3413e-05       1.0855
SNTB2             16   69221050   69342955     33       4  245912       1.2806   -5.3413e-05       1.2807
VPS4A             16   69345242   69358951     10       4  244162       1.1719   -5.3413e-05        1.172
COG8              16   69362524   69373526      3       1  247625      0.49673   -5.3413e-05      0.49678
NIP7              16   69373415   69377014      4       1  237146      0.70258   -5.3413e-05      0.70263
TMED6             16   69377149   69385712      6       3  246955      0.61065   -5.3413e-05       0.6107
TERF2             16   69389464   69419891      7       3  236477     -0.15714   -5.3413e-05     -0.15709
CYB5B             16   69458498   69500167     43       6  235810     -0.31279   -5.3413e-05     -0.31274
NFAT5             16   69599869   69738569     72       9  248754       4.5558   -5.3413e-05       4.5558
NQO1              16   69743304   69760849      9       3  244419       2.7804   -5.3413e-05       2.7804
NOB1              16   69775757   69788871      7       2  240917         2.86   -5.3413e-05       2.8601
WWP2              16   69796187   69975644    121      12  246988       4.9827   -5.3413e-05       4.9828
PDPR              16   70147529   70196437      6       2  225527       1.8675   -5.3413e-05       1.8676
AARS              16   70286198   70323452      4       2  229943       2.8326   -5.3413e-05       2.8326
DDX19A            16   70380764   70407286      6       2  225829       2.1776   -5.3413e-05       2.1776
ST3GAL2           16   70413338   70472991      7       2  222568       2.0826   -5.3413e-05       2.0827
FUK               16   70488498   70514177      3       1  251928       2.2401   -5.3413e-05       2.2401
COG4              16   70514472   70557457     15       2  252209      0.67398   -5.3413e-05      0.67403
SF3B3             16   70557691   70611571     19       2  236357      -0.0177   -5.3413e-05    -0.017647
IL34              16   70613798   70694585     50       7  217680      0.13855   -5.3413e-05      0.13861
MTSS1L            16   70695107   70719954      7       2  247597       2.3526   -5.3413e-05       2.3526
VAC14             16   70721342   70835074     79      15  229145       1.2551   -5.3413e-05       1.2552
HYDIN             16   70841287   71264625     90      16  195321      0.73287   -5.3413e-05      0.73292
CMTR2             16   71315292   71323509     12       4  249779     -0.54696   -5.3413e-05     -0.54691
CALB2             16   71392616   71424341     26       5  249752       1.8462   -5.3413e-05       1.8462
ZNF23             16   71481500   71496295     11       4  251111       2.5517   -5.3413e-05       2.5518
ZNF19             16   71507976   71598992     62      11  247171       1.6649   -5.3413e-05       1.6649
CHST4             16   71560023   71572493      4       2  247940       2.3868   -5.3413e-05       2.3869
TAT               16   71600754   71610998      3       1  252506        3.224   -5.3413e-05        3.224
MARVELD3          16   71660056   71675868      9       3  246200       3.2631   -5.3413e-05       3.2632
PHLPP2            16   71678827   71757798     46       6  240156        2.928   -5.3413e-05       2.9281
AP1G1             16   71762903   71843006     36       4  248986       2.9612   -5.3413e-05       2.9612
ATXN1L            16   71879894   71891236      4       2  250141       4.2551   -5.3413e-05       4.2552
ZNF821            16   71893583   71918093     13       3  252134       4.0279   -5.3413e-05       4.0279
IST1              16   71928311   71964542     15       3  248810       4.0232   -5.3413e-05       4.0232
PKD1L3            16   71963441   72033877     82      11  247620       3.0765   -5.3413e-05       3.0765
DHODH             16   72042643   72059316     19       4  245487       1.3757   -5.3413e-05       1.3757
HP                16   72088470   72094955      3       2  238742       2.3568   -5.3413e-05       2.3568
HPR               16   72097125   72111145      3       2  246550       1.2234   -5.3413e-05       1.2235
TXNL4B            16   72118756   72128215      9       2  250766    0.0083215   -5.3413e-05    0.0083749
DHX38             16   72127615   72146811     27       5  240749      0.50632   -5.3413e-05      0.50637
PMFBP1            16   72152996   72206349     46       7  249976        1.999   -5.3413e-05        1.999
ZFHX3             16   72816784   73092534    207      47  236201      -0.2714   -5.3413e-05     -0.27135
C16orf47          16   73160536   73178346     13       4  237422     -0.96308   -5.3413e-05     -0.96302
LOC101927998      16   73489940   73925581    495      84  239172       1.2143   -5.3413e-05       1.2144
PSMD7             16   74330673   74340186      5       2  240945      -2.4867   -5.3413e-05      -2.4867
GLG1              16   74481325   74641042     91       9  239243      0.14257   -5.3413e-05      0.14262
RFWD3             16   74655297   74700779     21       3  242789     -0.80862   -5.3413e-05     -0.80857
MLKL              16   74705753   74734789     13       3  241320      -1.4467   -5.3413e-05      -1.4467
FA2H              16   74746853   74808729     33      10  228937     -0.69528   -5.3413e-05     -0.69523
WDR59             16   74907468   75019026    101      18  233028      0.63645   -5.3413e-05       0.6365
ZNRF1             16   75032915   75144892     64       8  248586      -1.4052   -5.3413e-05      -1.4051
LDHD              16   75145758   75150670      1       1  251427     -0.70281   -5.3413e-05     -0.70276
ZFP1              16   75182392   75206132     30       4  220319      0.72787   -5.3413e-05      0.72793
CTRB2             16   75237994   75241072      1       1  252943      0.60442   -5.3413e-05      0.60447
CTRB1             16   75252884   75258822      5       2  251250       1.6711   -5.3413e-05       1.6711
BCAR1             16   75262928   75301951     26       6  245811       2.6713   -5.3413e-05       2.6713
CFDP1             16   75327608   75467387     99       7  246447       3.9578   -5.3413e-05       3.9579
TMEM170A          16   75477136   75498584     14       3  245449       3.7513   -5.3413e-05       3.7514
CHST6             16   75507022   75528926      5       2  228431       2.1981   -5.3413e-05       2.1982
CHST5             16   75562428   75570180     10       3  236256      -2.0534   -5.3413e-05      -2.0534
TMEM231           16   75572015   75590184     17       4  242470     -0.31721   -5.3413e-05     -0.31715
GABARAPL2         16   75600249   75611779      5       2  249850       1.8649   -5.3413e-05       1.8649
ADAT1             16   75622718   75657221     22       6  243132       1.6322   -5.3413e-05       1.6322
KARS              16   75661622   75681585     19       5  220560      0.21429   -5.3413e-05      0.21435
TERF2IP           16   75681602   75691340      8       3  235853       1.8592   -5.3413e-05       1.8593
CNTNAP4           16   76311176   76593135    409      30  233011      -2.4155   -5.3413e-05      -2.4154
MON1B             16   77224821   77233543     12       2  240974      -1.1292   -5.3413e-05      -1.1292
SYCE1L            16   77233349   77246976     12       3  231666     -0.65807   -5.3413e-05     -0.65802
ADAMTS18          16   77316025   77469011    311      36  245947      -2.9773   -5.3413e-05      -2.9773
NUDT7             16   77756389   77809332    120      17  237422      -2.0502   -5.3413e-05      -2.0501
VAT1L             16   77822483   78014001    340      72  223129     0.078379   -5.3413e-05     0.078433
CLEC3A            16   78056443   78066003     11       3  229442       2.8402   -5.3413e-05       2.8403
WWOX              16   78133310   79246567   2223     264  232930       2.5325   -5.3413e-05       2.5325
MAF               16   79627745   79634622      3       2  177588      -1.4679   -5.3413e-05      -1.4679
DYNLRB2           16   80574854   80584713     16       3  244581      -1.4351   -5.3413e-05      -1.4351
CDYL2             16   80637675   80838175    233      34  237230      -1.3665   -5.3413e-05      -1.3665
CMC2              16   81009699   81040713     44       3  222632      0.25231   -5.3413e-05      0.25236
CENPN             16   81040103   81066712     19       3  232864     -0.01026   -5.3413e-05    -0.010206
ATMIN             16   81069458   81080955     11       2  246627      0.12705   -5.3413e-05       0.1271
C16orf46          16   81087102   81110872     25       3  227838     -0.17352   -5.3413e-05     -0.17347
GCSH              16   81115552   81129980     14       2  227342     0.053575   -5.3413e-05     0.053629
PKD1L2            16   81134484   81253975    245      45  226227      -1.9515   -5.3413e-05      -1.9515
BCO1              16   81272176   81324747     40       7  237549      -1.4785   -5.3413e-05      -1.4785
GAN               16   81348571   81413803    120      15  233683       1.3863   -5.3413e-05       1.3863
CMIP              16   81478775   81745367    366      61  237318       3.4103   -5.3413e-05       3.4103
PLCG2             16   81812899   81996290    263      54  233938     -0.85976   -5.3413e-05     -0.85971
SDR42E1           16   82031251   82045093      6       3  223433     -0.55332   -5.3413e-05     -0.55327
HSD17B2           16   82068842   82132139     69      11  222161     0.054551   -5.3413e-05     0.054604
MPHOSPH6          16   82181767   82203829     64       7  242318       3.2124   -5.3413e-05       3.2125
CDH13             16   82660399   83830215   2499     247  241788       -1.002   -5.3413e-05       -1.002
HSBP1             16   83841508   83846607      1       1  250003      0.34766   -5.3413e-05      0.34771
MLYCD             16   83932720   83962428     29       5  228255     -0.41814   -5.3413e-05     -0.41808
OSGIN1            16   83982594   83999937     13       3  214493       2.2362   -5.3413e-05       2.2362
NECAB2            16   84002237   84036379     96      14  218967      -2.5432   -5.3413e-05      -2.5432
SLC38A8           16   84043389   84075762     66      19  226476     -0.33425   -5.3413e-05      -0.3342
MBTPS1            16   84087368   84150517    105      13  246489       2.1817   -5.3413e-05       2.1818
HSDL1             16   84155744   84178800     18       5  245501      0.70568   -5.3413e-05      0.70573
DNAAF1            16   84178865   84211524     34       6  246101       0.2917   -5.3413e-05      0.29175
TAF1C             16   84211453   84220676     38      10  234493     -0.43549   -5.3413e-05     -0.43543
ADAD2             16   84224723   84230772     14       4  230825     -0.46427   -5.3413e-05     -0.46422
KCNG4             16   84254741   84273356     38      10  237492     -0.78762   -5.3413e-05     -0.78757
WFDC1             16   84328244   84363450     61      18  231206      -1.3953   -5.3413e-05      -1.3952
ATP2C2            16   84402129   84497793    217      49  226540      -2.6394   -5.3413e-05      -2.6393
TLDC1             16   84509966   84538366     85      13  217957      -2.1511   -5.3413e-05       -2.151
COTL1             16   84599202   84651669     97      24  214823     -0.68719   -5.3413e-05     -0.68714
KLHL36            16   84682131   84701187     25       5  245847      -1.4752   -5.3413e-05      -1.4751
USP10             16   84733555   84813528     96      12  242921       2.1377   -5.3413e-05       2.1378
CRISPLD2          16   84853587   84943116    124      23  230418       3.0508   -5.3413e-05       3.0508
ZDHHC7            16   85008066   85045141     37       8  238521      -1.1873   -5.3413e-05      -1.1873
KIAA0513          16   85061374   85127836    103      19  229462     -0.90625   -5.3413e-05      -0.9062
FAM92B            16   85131964   85146114     10       5  237872     -0.33764   -5.3413e-05     -0.33758
GSE1              16   85203152   85709812    337      99  206252      0.20051   -5.3413e-05      0.20056
GINS2             16   85711280   85722588      9       2  238414      -1.5682   -5.3413e-05      -1.5682
C16orf74          16   85741123   85784689     42       4  240338      -1.9893   -5.3413e-05      -1.9892
EMC8              16   85812230   85833161     31       4  244533      -1.2695   -5.3413e-05      -1.2694
COX4I1            16   85833173   85840608      6       1  251688      -1.8722   -5.3413e-05      -1.8721
IRF8              16   85932774   85956212     57      10  237156    -0.051573   -5.3413e-05     -0.05152
FOXF1             16   86544133   86548070      5       2  229100      0.36675   -5.3413e-05      0.36681
MTHFSD            16   86563782   86588841     39       7  245747       -0.128   -5.3413e-05     -0.12795
C16orf95          16   87336404   87351468     14       4  232422       3.4407   -5.3413e-05       3.4408
FBXO31            16   87362942   87425708     37       7  243535       3.4987   -5.3413e-05       3.4988
MAP1LC3B          16   87423157   87438380     10       4  239783       4.0996   -5.3413e-05       4.0997
ZCCHC14           16   87439852   87525870     52       9  241039       3.0193   -5.3413e-05       3.0193
JPH3              16   87635441   87731762    123      27  236205      -0.3726   -5.3413e-05     -0.37255
KLHDC4            16   87730239   87799603     65      13  244976      -3.2326   -5.3413e-05      -3.2326
SLC7A5            16   87863629   87903100     30       6  232163       1.5456   -5.3413e-05       1.5456
CA5A              16   87921625   87970173     14       8  142758         0.41   -5.3413e-05      0.41006
BANP              16   87984231   88110924     70       9  236794       1.3835   -5.3413e-05       1.3835
ZNF469            16   88493879   88507165      5       3  146948      -1.5831   -5.3413e-05       -1.583
ZFPM1             16   88520014   88601574     40      10  183549      -2.1675   -5.3413e-05      -2.1675
ZC3H18            16   88636789   88698372     54      10  245648      -1.0603   -5.3413e-05      -1.0602
IL17C             16   88705001   88706882      1       1  216420       1.5236   -5.3413e-05       1.5237
CYBA              16   88709697   88717492      8       3  210924       3.1348   -5.3413e-05       3.1349
MVD               16   88718343   88729495      3       2  228471       3.3081   -5.3413e-05       3.3081
SNAI3             16   88744090   88753192      1       1  246950       2.8777   -5.3413e-05       2.8778
RNF166            16   88762903   88772829      6       3  206763       2.1381   -5.3413e-05       2.1381
CTU2              16   88772891   88781794     17       5  232322       4.9826   -5.3413e-05       4.9827
PIEZO1            16   88781746   88851372     61      16  206549       5.7243   -5.3413e-05       5.7243
CDT1              16   88870186   88875666      6       3  212660      0.33706   -5.3413e-05      0.33711
APRT              16   88875877   88878342      3       2  220656      -1.6653   -5.3413e-05      -1.6652
GALNS             16   88880142   88923374     38       5  229436      -0.1868   -5.3413e-05     -0.18674
TRAPPC2L          16   88923465   88929086      5       2  222205      -1.0154   -5.3413e-05      -1.0154
PABPN1L           16   88929746   88933068      1       1  252685     -0.78309   -5.3413e-05     -0.78303
CBFA2T3           16   88941263   89043568     55      11  213915      0.15437   -5.3413e-05      0.15443
LOC100129697      16   89006056   89017932      5       2  215168      0.29476   -5.3413e-05      0.29481
ACSF3             16   89160217   89222171     45       5  237496      0.15396   -5.3413e-05      0.15401
CDH15             16   89238163   89261900     10       2  249058      -1.0656   -5.3413e-05      -1.0655
SLC22A31          16   89262169   89267757      2       1  240798      0.22934   -5.3413e-05      0.22939
ZNF778            16   89284111   89302402     22       3  247087      -1.5159   -5.3413e-05      -1.5158
ANKRD11           16   89334029   89556969    125      13  234807      0.95533   -5.3413e-05      0.95538
SPG7              16   89574802   89624174     35       4  248288         3.78   -5.3413e-05         3.78
RPL13             16   89613324   89633237     14       1  249808       2.8493   -5.3413e-05       2.8494
CPNE7             16   89642176   89663654      8       3  238305    -0.034469   -5.3413e-05    -0.034415
DPEP1             16   89679716   89707216     12       4  214903       2.2052   -5.3413e-05       2.2052
CHMP1A            16   89710839   89724193      4       1  252383       1.4169   -5.3413e-05       1.4169
SPATA33           16   89724152   89736866     14       4  238424       2.6734   -5.3413e-05       2.6735
CDK10             16   89753076   89762772      9       3  247458       1.7757   -5.3413e-05       1.7757
SPATA2L           16   89762765   89768131      6       1  245303        1.618   -5.3413e-05       1.6181
VPS9D1            16   89773541   89787398      3       1  214783     -0.81544   -5.3413e-05     -0.81539
ZNF276            16   89786393   89807333     35       7  239176       1.6368   -5.3413e-05       1.6369
FANCA             16   89803959   89883066    101       8  244926        2.497   -5.3413e-05       2.4971
SPIRE2            16   89894883   89937727     16       4  248421       2.1998   -5.3413e-05       2.1999
TCF25             16   89939994   89977795     24       3  229179      0.12537   -5.3413e-05      0.12543
MC1R              16   89984287   89987385      5       3  216647       1.9714   -5.3413e-05       1.9715
TUBB3             16   89988417   90002505      4       2  239198     -0.11673   -5.3413e-05     -0.11667
DEF8              16   90014560   90034468     17       6  219108        1.477   -5.3413e-05       1.4771
CENPBD1           16   90036183   90039240      1       1  238576       2.1615   -5.3413e-05       2.1615
DBNDD1            16   90071279   90085937      8       4  235139      0.44939   -5.3413e-05      0.44945
GAS8              16   90086056   90111379     22       5  241309      0.22235   -5.3413e-05       0.2224
PRDM7             16   90122974   90143708     21       6  234456       2.4013   -5.3413e-05       2.4013
RPH3AL            17      62180     202633     80      36  184237      -1.1944   -5.3413e-05      -1.1944
FAM101B           17     289769     295731      5       2  222810      -1.9797   -5.3413e-05      -1.9796
VPS53             17     411908     618096    149      23  240653        3.464   -5.3413e-05       3.4641
FAM57A            17     635847     646075      6       2  252405       2.7132   -5.3413e-05       2.7132
GEMIN4            17     647661     656038     12       3  233936       2.7314   -5.3413e-05       2.7315
GLOD4             17     662549     685571     10       4  223407       0.8645   -5.3413e-05      0.86455
RNMTL1            17     685513     695741      9       3  175587      0.81382   -5.3413e-05      0.81387
NXN               17     702553     883017    170      54  199398       1.2243   -5.3413e-05       1.2243
TIMM22            17     900357     905407      3       2  175033      -1.5633   -5.3413e-05      -1.5632
ABR               17     906758    1090616    135      42  209179       1.7955   -5.3413e-05       1.7955
TUSC5             17    1182957    1204281     17       5  229018      -1.6701   -5.3413e-05        -1.67
YWHAE             17    1247833    1303669     44       7  235647      -1.3582   -5.3413e-05      -1.3582
CRK               17    1324647    1359561     11       2  251504     -0.29376   -5.3413e-05     -0.29371
MYO1C             17    1367480    1396001     14       7  201547      0.64493   -5.3413e-05      0.64499
INPP5K            17    1397869    1420182     14       4  235502      -1.4198   -5.3413e-05      -1.4198
PITPNA            17    1421283    1466110     39       7  235977     -0.87524   -5.3413e-05     -0.87519
SLC43A2           17    1477678    1532130     39      12  176357     -0.17747   -5.3413e-05     -0.17742
SCARF1            17    1537152    1549083      1       1  215898      -1.1966   -5.3413e-05      -1.1965
RILP              17    1549444    1553392      2       1  229952      -1.1563   -5.3413e-05      -1.1563
PRPF8             17    1553923    1588176     16       3  230793      -2.3482   -5.3413e-05      -2.3481
TLCD2             17    1606084    1613662      1       1  207737       1.2939   -5.3413e-05       1.2939
WDR81             17    1619817    1641893     15       4  246290        1.504   -5.3413e-05        1.504
SERPINF2          17    1646015    1658562      9       2  235174      0.40812   -5.3413e-05      0.40817
SERPINF1          17    1665259    1680859     20       4  240721       2.0215   -5.3413e-05       2.0216
SMYD4             17    1682829    1733175     41       7  249567       1.3225   -5.3413e-05       1.3226
RPA1              17    1733273    1802848     60      11  225434      0.33568   -5.3413e-05      0.33574
RTN4RL1           17    1837971    1928178     58      15  224469       -0.737   -5.3413e-05     -0.73695
DPH1              17    1933431    1947183      6       2  231917       -1.454   -5.3413e-05       -1.454
OVCA2             17    1945277    1946725      2       1  195627      -2.5337   -5.3413e-05      -2.5336
SMG6              17    1963133    2207069    209      14  243280      -1.6455   -5.3413e-05      -1.6455
SRR               17    2207244    2228553      4       2  249792     -0.77934   -5.3413e-05     -0.77929
TSR1              17    2225972    2240678      4       2  243872      -1.8209   -5.3413e-05      -1.8208
SGSM2             17    2240806    2284353     29       8  240618      -1.6127   -5.3413e-05      -1.6126
MNT               17    2287354    2304258      8       3  223566     -0.53261   -5.3413e-05     -0.53255
METTL16           17    2319343    2415200     49      13  242354      0.41855   -5.3413e-05       0.4186
PAFAH1B1          17    2496923    2588909     51       5  246166     -0.48896   -5.3413e-05      -0.4889
CLUH              17    2592680    2615053      9       2  232581       1.2744   -5.3413e-05       1.2745
LOC101928991      17    2627204    2651794      8       3  224861     -0.77188   -5.3413e-05     -0.77183
RAP1GAP2          17    2659050    2941035    266      72  221479     0.096699   -5.3413e-05     0.096753
OR1D2             17    2995352    2996290      2       1  222661      -1.0936   -5.3413e-05      -1.0936
OR1A2             17    3100813    3101742      5       2  250976      -2.4712   -5.3413e-05      -2.4712
OR1A1             17    3118915    3119844      7       3  248332       -2.323   -5.3413e-05       -2.323
OR3A2             17    3181184    3182268      2       1  247306     -0.71433   -5.3413e-05     -0.71428
OR3A3             17    3323862    3324827      3       2  240822     0.087955   -5.3413e-05     0.088008
OR1E2             17    3336164    3337135      1       1  250181       1.5523   -5.3413e-05       1.5524
SPATA22           17    3343305    3417146     91      16  239145      -1.0098   -5.3413e-05      -1.0098
ASPA              17    3377404    3402700     46      11  238121      -1.0158   -5.3413e-05      -1.0157
TRPV3             17    3413796    3461289     48      14  221305      -2.1247   -5.3413e-05      -2.1247
TRPV1             17    3468740    3512705     48      12  241312      -2.5715   -5.3413e-05      -2.5715
SHPK              17    3511556    3539616     25       8  241843     -0.90583   -5.3413e-05     -0.90578
CTNS              17    3539762    3566397     14       3  234724      0.96705   -5.3413e-05      0.96711
TAX1BP3           17    3566187    3571973      3       2  235818     -0.29764   -5.3413e-05     -0.29759
P2RX5             17    3575156    3599698     16       5  222961      0.15686   -5.3413e-05      0.15692
ITGAE             17    3617919    3704537     63      13  219014      -1.8383   -5.3413e-05      -1.8382
GSG2              17    3627197    3629993      4       1  248557     -0.11208   -5.3413e-05     -0.11203
C17orf85          17    3710042    3749545     30       6  173238       -1.211   -5.3413e-05      -1.2109
CAMKK1            17    3763609    3796337     28       9  167642      -1.2884   -5.3413e-05      -1.2883
P2RX1             17    3799885    3819960     10       4  182084      -1.8139   -5.3413e-05      -1.8138
ATP2A3            17    3827163    3867758     17       6  215263      -1.4839   -5.3413e-05      -1.4839
ZZEF1             17    3907739    4046314    142      11  246471      0.40731   -5.3413e-05      0.40736
CYB5D2            17    4046441    4060995     12       3  237393      0.66418   -5.3413e-05      0.66424
ANKFY1            17    4066665    4167274     62       5  242312     -0.93573   -5.3413e-05     -0.93567
UBE2G1            17    4172512    4269969     38       3  237083      -1.6069   -5.3413e-05      -1.6069
