# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
MYH9              22   36677323   36784107    337      45  237588      -1.1939    0.00072216      -1.1947
TXN2              22   36863083   36878072     72      11  249297     -0.99347    0.00072216     -0.99419
FOXRED2           22   36883233   36903148     89      16  241043      -2.2547    0.00072216      -2.2554
EIF3D             22   36906897   36925277     99      13  243535      -2.5485    0.00072216      -2.5492
CACNG2            22   36956916   37098690    385      48  248335      0.63426    0.00072216      0.63354
IFT27             22   37154246   37172177     37       6  250607      -1.4495    0.00072216      -1.4502
PVALB             22   37196745   37215517     72      13  252322     -0.39148    0.00072216     -0.39221
NCF4              22   37257030   37274059     78      14  234126     -0.79183    0.00072216     -0.79255
CSF2RB            22   37309639   37336491    140      20  240112     -0.95465    0.00072216     -0.95538
TEX33             22   37387160   37403877     74      13  256956      0.72069    0.00072216      0.71997
TST               22   37406900   37416224     46      11  247135       1.5919    0.00072216       1.5912
MPST              22   37415683   37425863     32       9  256653       1.0852    0.00072216       1.0845
KCTD17            22   37447779   37459430     18       8  240068   -0.0013682    0.00072216   -0.0020904
TMPRSS6           22   37461476   37499693    139      19  250064     -0.85786    0.00072216     -0.85858
IL2RB             22   37521878   37552414     97      25  238549       2.4949    0.00072216       2.4941
C1QTNF6           22   37576206   37594341     78      12  254304     -0.80792    0.00072216     -0.80864
SSTR3             22   37600277   37616472     73      18  238022      -1.7099    0.00072216      -1.7107
RAC2              22   37621301   37640339     69      15  247447     0.083137    0.00072216     0.082415
CYTH4             22   37678495   37711389     93      15  245723     -0.12711    0.00072216     -0.12783
ELFN2             22   37764000   37823505    237      37  242969      -1.5593    0.00072216        -1.56
MFNG              22   37865101   37882499     34      13  234655     -0.86828    0.00072216     -0.86901
CARD10            22   37886400   37915543    104      21  252355     -0.95392    0.00072216     -0.95464
CDC42EP1          22   37956471   37965412     20       6  239537      -0.2245    0.00072216     -0.22522
LGALS2            22   37966253   37976024     40       6  234135     -0.36628    0.00072216       -0.367
GGA1              22   38004481   38029571     50      12  235817      0.36979    0.00072216      0.36907
SH3BP1            22   38030661   38052119     87      12  244843    0.0093234    0.00072216    0.0086012
PDXP              22   38054737   38062939     19       4  250922      0.96588    0.00072216      0.96516
LGALS1            22   38071613   38075809     10       4  239799       1.0101    0.00072216       1.0094
NOL12             22   38077680   38089718     38      12  234773       2.0073    0.00072216       2.0066
TRIOBP            22   38092995   38172563    254      26  244371       4.8725    0.00072216       4.8718
H1F0              22   38201114   38203443      4       2  267401       2.6852    0.00072216       2.6845
GCAT              22   38203906   38213183     31       7  246063       4.7265    0.00072216       4.7257
GALR3             22   38219389   38221502      6       3  228960     -0.23001    0.00072216     -0.23074
ANKRD54           22   38226862   38240353     31       8  211291       1.4284    0.00072216       1.4277
EIF3L             22   38245379   38284789    101      15  223148       3.1525    0.00072216       3.1517
MICALL1           22   38302155   38338465    103      17  224709       2.5594    0.00072216       2.5586
C22orf23          22   38339057   38349676     16       9  238373       2.1752    0.00072216       2.1745
POLR2F            22   38349674   38368463     30       7  241830       3.2024    0.00072216       3.2017
SOX10             22   38368319   38380556     12       4  242219       2.1633    0.00072216       2.1626
PICK1             22   38453262   38471708     39      11  242661       2.0663    0.00072216       2.0656
SLC16A8           22   38474144   38479170     18       8  228896       1.1897    0.00072216        1.189
BAIAP2L2          22   38480896   38506971     65      12  212475       1.6668    0.00072216       1.6661
PLA2G6            22   38507502   38577857    302      19  245640      0.74353    0.00072216      0.74281
MAFF              22   38597939   38612518     31       7  249354       2.0418    0.00072216       2.0411
TMEM184B          22   38612415   38669040    174      29  222737    -0.038356    0.00072216    -0.039078
CSNK1E            22   38686697   38714089     55      16  241218       1.5476    0.00072216       1.5469
KCNJ4             22   38822332   38851205     88      20  249763       1.3971    0.00072216       1.3964
KDELR3            22   38864067   38879452     42      16  230828      -1.3063    0.00072216      -1.3071
DDX17             22   38879443   38903622     45      15  239341     -0.94128    0.00072216       -0.942
DMC1              22   38914954   38966201     95      25  239604     -0.72108    0.00072216      -0.7218
FAM227A           22   38974125   39052634    196      18  248785     -0.79219    0.00072216     -0.79291
CBY1              22   39052658   39069859     76       6  253253     -0.71698    0.00072216      -0.7177
TOMM22            22   39077954   39080765      7       2  262334     -0.58432    0.00072216     -0.58504
JOSD1             22   39081548   39097423     28      10  241866     -0.65206    0.00072216     -0.65278
GTPBP1            22   39101733   39129592     63      14  246955     -0.96011    0.00072216     -0.96083
SUN2              22   39130719   39162338     67      14  241484    -0.053217    0.00072216    -0.053939
DNAL4             22   39174513   39190161     40      15  229915       1.2639    0.00072216       1.2632
NPTXR             22   39214456   39240017     86      16  246755        2.368    0.00072216       2.3673
CBX6              22   39257468   39268258     29       9  235968      0.41878    0.00072216      0.41806
APOBEC3A          22   39348755   39359189     19       8  233803       -2.486    0.00072216      -2.4867
APOBEC3B          22   39378352   39388784      6       3  156470      0.39657    0.00072216      0.39585
APOBEC3C          22   39410265   39414843     16       4  248496      -1.1847    0.00072216      -1.1854
APOBEC3D          22   39417118   39435686     45      11  231403     -0.50077    0.00072216     -0.50149
APOBEC3F          22   39436609   39451977     37       7  245955     -0.44801    0.00072216     -0.44873
APOBEC3G          22   39473010   39483748     48      10  247861      -1.4609    0.00072216      -1.4616
APOBEC3H          22   39493229   39500072     50       6  260696      -1.1322    0.00072216      -1.1329
CBX7              22   39526777   39548661     71      12  250984       1.1382    0.00072216       1.1375
PDGFB             22   39619685   39640957     81      14  241429      -1.0391    0.00072216      -1.0398
RPL3              22   39708887   39715670     29       8  255340       2.1494    0.00072216       2.1486
SYNGR1            22   39745954   39781593    135      22  239083       5.2957    0.00072216        5.295
TAB1              22   39795759   39833132     70      11  238354       6.1307    0.00072216       6.1299
MGAT3             22   39843235   39888199     87      19  218466       6.2358    0.00072216       6.2351
MIEF1             22   39898197   39914139     33      13  226677       4.6556    0.00072216       4.6549
ATF4              22   39916569   39918691      4       2  230948       2.6392    0.00072216       2.6385
RPS19BP1          22   39925098   39928860      4       2  247402       3.5419    0.00072216       3.5412
CACNA1I           22   39966758   40085740    305      35  237632       5.4357    0.00072216        5.435
ENTHD1            22   40139049   40289794    187      18  248832       1.1945    0.00072216       1.1937
GRAP2             22   40297086   40369347    102      25  213317      0.44601    0.00072216      0.44529
FAM83F            22   40390953   40426043     88      18  225358     -0.98115    0.00072216     -0.98188
TNRC6B            22   40440046   40731812    663      37  234957       1.6006    0.00072216       1.5999
ADSL              22   40742504   40762577     34      11  240924       1.3867    0.00072216        1.386
SGSM3             22   40766571   40806293     78      17  231941       1.5012    0.00072216       1.5005
MKL1              22   40806292   41032690    517      24  236635       1.1563    0.00072216       1.1556
MCHR1             22   41075182   41078818     13       6  210567      0.89442    0.00072216       0.8937
SLC25A17          22   41165636   41215403     73      12  239282       1.6078    0.00072216        1.607
ST13              22   41220539   41253012     49      11  242699       1.8527    0.00072216        1.852
XPNPEP3           22   41253085   41328823     82      25  227802       1.8166    0.00072216       1.8159
DNAJB7            22   41255553   41258130      5       3  226526      0.97997    0.00072216      0.97925
RBX1              22   41347351   41369019     22       8  230651       1.2062    0.00072216       1.2055
EP300             22   41488614   41576081    205      33  233648       4.8165    0.00072216       4.8158
L3MBTL2           22   41601312   41627276    112      11  244100        4.525    0.00072216       4.5242
CHADL             22   41605861   41636935    128      14  236525       4.6088    0.00072216       4.6081
RANGAP1           22   41640781   41682255     93      16  247537       3.7987    0.00072216        3.798
ZC3H7B            22   41697507   41756151    142      25  220310       2.5122    0.00072216       2.5115
TEF               22   41763337   41795332     85      14  228434       2.0982    0.00072216       2.0975
LOC100996598      22   41765086   41766400      1       1  195387     -0.47187    0.00072216     -0.47259
TOB2              22   41829492   41844234     32       7  221659       1.9564    0.00072216       1.9557
PHF5A             22   41855721   41864708     27       8  214841       2.5429    0.00072216       2.5422
ACO2              22   41865099   41924993    135      34  209984       3.2307    0.00072216         3.23
POLR3H            22   41921803   41940479     52      11  225903       2.7236    0.00072216       2.7229
CSDC2             22   41957014   41972670     37       5  243372       1.9934    0.00072216       1.9927
PMM1              22   41972890   41985871     31       5  221384       2.1972    0.00072216       2.1965
DESI1             22   41994032   42017079     62      11  199427       1.5099    0.00072216       1.5091
XRCC6             22   42017250   42060052    110      17  207120       2.2638    0.00072216       2.2631
NHP2L1            22   42069937   42085296     54       9  224499       2.2694    0.00072216       2.2687
C22orf46          22   42086547   42094140     16       6  204894       1.8966    0.00072216       1.8958
MEI1              22   42095518   42195459    330      23  230920       2.8426    0.00072216       2.8419
CCDC134           22   42196636   42228175     94      22  237832       4.4133    0.00072216       4.4126
SREBF2            22   42229083   42303312    217      39  240713       5.0193    0.00072216       5.0185
SHISA8            22   42305558   42310671     20       5  223884       1.0376    0.00072216       1.0369
TNFRSF13C         22   42321036   42322821      8       3  233339     -0.67859    0.00072216     -0.67932
CENPM             22   42334531   42343155     37       7  241198       1.3732    0.00072216       1.3725
SEPT3             22   42372855   42394225     82      16  231602       4.5423    0.00072216       4.5415
WBP2NL            22   42391607   42428935    111      15  236866       5.0412    0.00072216       5.0405
NAGA              22   42454338   42466852     39      10  219448       3.2609    0.00072216       3.2602
FAM109B           22   42470255   42475445     12       3  252440       2.7186    0.00072216       2.7179
SMDT1             22   42475695   42480288      9       4  218231      0.83525    0.00072216      0.83453
NDUFA6            22   42481530   42486888     14       5  232600       3.5676    0.00072216       3.5668
CYP2D6            22   42522501   42526883     20      11  221392       3.6238    0.00072216        3.623
TCF20             22   42556019   42664768    284      33  227518       4.7519    0.00072216       4.7512
NFAM1             22   42776413   42833086    217      33  245884       2.0863    0.00072216       2.0856
RRP7A             22   42904341   42915829     35       6  230439        2.547    0.00072216       2.5463
SERHL2            22   42949858   42970703     56      12  239910       1.1604    0.00072216       1.1597
POLDIP3           22   42979727   43010968     65      16  237907       1.7416    0.00072216       1.7409
CYB5R3            22   43013846   43045405    114      19  241216      0.15621    0.00072216      0.15548
ATP5L2            22   43035809   43036607      3       1  266486     -0.12886    0.00072216     -0.12959
A4GALT            22   43088123   43117307    164      29  242589      -1.0349    0.00072216      -1.0357
ARFGAP3           22   43192530   43253408    229      21  247246      -1.5051    0.00072216      -1.5059
PACSIN2           22   43265772   43411184    503      26  240008     -0.94172    0.00072216     -0.94244
TTLL1             22   43435522   43485434    210      35  243917       1.0257    0.00072216        1.025
BIK               22   43506754   43525718     67      15  243217     0.047472    0.00072216      0.04675
MCAT              22   43528212   43539403     34      11  239628       1.1795    0.00072216       1.1788
TSPO              22   43547520   43559248     43      10  230455      0.85277    0.00072216      0.85205
TTLL12            22   43562628   43583137    115      25  234894     -0.89057    0.00072216     -0.89129
SCUBE1            22   43599229   43739394    651      98  238671      0.32756    0.00072216      0.32684
MPPED1            22   43807202   43903688    403      61  244148       1.0609    0.00072216       1.0602
EFCAB6            22   43924624   44208217   1120      49  240426      -2.1159    0.00072216      -2.1166
SULT4A1           22   44220387   44258378    162      22  249732       2.3977    0.00072216        2.397
PNPLA5            22   44275558   44287893     67      13  250272      -1.0988    0.00072216      -1.0995
PNPLA3            22   44319619   44343451    108      10  249978      0.72675    0.00072216      0.72603
SAMM50            22   44351261   44392412    154      21  256127     -0.71071    0.00072216     -0.71143
PARVB             22   44395091   44565113    570      98  236953         1.01    0.00072216       1.0093
PARVG             22   44566271   44604349    172      30  252927       1.6778    0.00072216       1.6771
KIAA1644          22   44639545   44727470    326      57  238390      -1.0647    0.00072216      -1.0654
LDOC1L            22   44888450   44894005     21       3  231416       3.0335    0.00072216       3.0328
PRR5              22   45064427   45133561    401      64  241527      0.31651    0.00072216      0.31578
PRR5-ARHGAP8      22   45098382   45258664    975     127  245664     -0.99551    0.00072216     -0.99623
ARHGAP8           22   45148438   45258664    684      88  247804     -0.91553    0.00072216     -0.91626
PHF21B            22   45277042   45405809    495      62  241207     -0.35011    0.00072216     -0.35083
NUP50             22   45559726   45583892    101      13  244144       1.4029    0.00072216       1.4022
KIAA0930          22   45588123   45636650    227      34  240798      -1.2188    0.00072216      -1.2195
UPK3A             22   45680868   45691755     49      12  235280     0.055321    0.00072216     0.054599
FAM118A           22   45705081   45737836    114      15  248327       -1.718    0.00072216      -1.7188
SMC1B             22   45739944   45809500    197      16  252118      -1.4978    0.00072216      -1.4985
RIBC2             22   45809572   45828302     69      10  246324      -1.8013    0.00072216      -1.8021
FBLN1             22   45898719   45997014    352      52  244679      -3.0326    0.00072216      -3.0333
ATXN10            22   46067678   46241187    524      32  239676         0.17    0.00072216      0.16928
WNT7B             22   46316246   46373008    264      42  215052     -0.56434    0.00072216     -0.56507
PRR34             22   46446339   46450024     11       3  247404     0.070454    0.00072216     0.069731
PPARA             22   46546458   46639653    214      34  214281      -1.6063    0.00072216       -1.607
CDPF1             22   46639910   46646193     28       5  251882      -1.0328    0.00072216      -1.0335
PKDREJ            22   46651560   46659277     30       4  251941      -1.1647    0.00072216      -1.1654
TTC38             22   46663861   46689905     79       8  254311     -0.89951    0.00072216     -0.90024
GTSE1             22   46692638   46729596    107       9  253014      -0.8704    0.00072216     -0.87112
TRMU              22   46731298   46753237     51      11  234037    -0.073719    0.00072216    -0.074441
CELSR1            22   46756731   46933067    885     100  233056      -2.6479    0.00072216      -2.6486
GRAMD4            22   46973124   47078652    500      44  249676      -1.5369    0.00072216      -1.5376
CERK              22   47080307   47134152    196      38  243250      -1.3619    0.00072216      -1.3626
TBC1D22A          22   47158514   47571342   1681     108  243561      -1.1798    0.00072216      -1.1806
FAM19A5           22   48885288   49147744   1566     135  245174      -1.0485    0.00072216      -1.0492
C22orf34          22   50013290   50051190    174      25  236668     -0.80083    0.00072216     -0.80155
BRD1              22   50166931   50221196    168      22  238602      -1.0198    0.00072216      -1.0205
ZBED4             22   50247497   50283726    158      14  245015     -0.87002    0.00072216     -0.87074
ALG12             22   50296852   50312106     81       9  248318     -0.47463    0.00072216     -0.47535
CRELD2            22   50312283   50321188     79       6  255485      -0.6105    0.00072216     -0.61122
PIM3              22   50354143   50357720      9       3  183856     0.048441    0.00072216     0.047719
IL17REL           22   50432942   50451055     68      14  242878       1.1802    0.00072216       1.1794
TTLL8             22   50466026   50496636    110      28  235687      0.32783    0.00072216      0.32711
MLC1              22   50497820   50524358    183      19  250974      0.87107    0.00072216      0.87035
MOV10L1           22   50528435   50600119    436      21  252314      0.56508    0.00072216      0.56436
PANX2             22   50609160   50618724     34      17  231504       2.4203    0.00072216       2.4195
TRABD             22   50624344   50638027     69      19  244084       3.4893    0.00072216       3.4885
SELO              22   50639408   50656045     72      21  236755       1.9325    0.00072216       1.9318
TUBGCP6           22   50656118   50683453    124      22  234532      0.15171    0.00072216      0.15098
HDAC10            22   50683612   50689834     24       8  238626     -0.48722    0.00072216     -0.48794
MAPK12            22   50691331   50700248     32       9  252313     -0.28296    0.00072216     -0.28369
MAPK11            22   50702142   50708779     21       9  248474       1.4243    0.00072216       1.4235
PLXNB2            22   50713408   50746062    119      26  243508       3.1412    0.00072216       3.1405
DENND6B           22   50750392   50765517     60      12  248018      0.44276    0.00072216      0.44204
PPP6R2            22   50781746   50883519    409      39  242110        1.019    0.00072216       1.0183
SBF1              22   50883429   50913467    123      34  232926       -1.011    0.00072216      -1.0117
ADM2              22   50919985   50924866     13       8  212315     -0.87152    0.00072216     -0.87224
MIOX              22   50925213   50928750     14       7  235782       1.6724    0.00072216       1.6717
LMF2              22   50941376   50946148     25      11  228861      0.48602    0.00072216       0.4853
NCAPH2            22   50946645   50963209     68      17  234603      0.63899    0.00072216      0.63826
SCO2              22   50961997   50964868     16       7  251690       1.3995    0.00072216       1.3988
TYMP              22   50964181   50968514     13       7  246724       1.5486    0.00072216       1.5479
ODF3B             22   50968836   50971008      7       3  227098      0.21284    0.00072216      0.21212
KLHDC7B           22   50986462   50989452     14       7  246149      0.56907    0.00072216      0.56835
SYCE3             22   50989541   51001328     92       7  253553     -0.27065    0.00072216     -0.27137
CPT1B             22   51007290   51017096     53      12  241592       1.0848    0.00072216       1.0841
CHKB              22   51017387   51021428     22       9  231937      0.28145    0.00072216      0.28073
MAPK8IP2          22   51039131   51049979     58      14  247764    -0.029207    0.00072216    -0.029929
ARSA              22   51061182   51066601     35      14  254439      0.62221    0.00072216      0.62149
SHANK3            22   51113070   51171640    148      40  241612       4.5219    0.00072216       4.5212
LOC101928892      22   51123086   51125473      4       2  258188       2.8903    0.00072216       2.8895
ACR               22   51176652   51183727     11       5  161825    -0.045062    0.00072216    -0.045785
RABL2B            22   51205920   51222103     13       3  246044         1.02    0.00072216       1.0193
XG                 X    2670069    2734541     13       7  195739      0.51204    0.00072216      0.51132
GYG2               X    2746863    2800861     19       8  194690      -1.8989    0.00072216      -1.8996
ARSD               X    2822011    2847416      8       4  197652      -1.7271    0.00072216      -1.7278
ARSE               X    2852673    2886345      9       5  191345     -0.59339    0.00072216     -0.59411
ARSH               X    2924654    2951426     11       7  196881      -1.1044    0.00072216      -1.1051
ARSF               X    2958275    3030770     13       7  198042       3.1028    0.00072216        3.102
MXRA5              X    3226606    3265133     19       8  198628     -0.42735    0.00072216     -0.42807
PRKX               X    3522384    3631675     32      17  197315      -1.2302    0.00072216      -1.2309
NLGN4X             X    5808067    6146916     36      19  199884       2.3521    0.00072216       2.3514
HDHD1              X    6966961    7066231      6       3  200001       2.2472    0.00072216       2.2465
STS                X    7065298    7272682     16       9  199203       1.2096    0.00072216       1.2088
PNPLA4             X    7866804    7895780      4       2  197434     -0.98876    0.00072216     -0.98948
ANOS1              X    8496915    8700227     32      18  196980      -1.6733    0.00072216       -1.674
FAM9A              X    8758836    8769424      2       1  195052      -1.2674    0.00072216      -1.2682
FAM9B              X    8992271    9002168      1       1  195496       1.8415    0.00072216       1.8408
TBL1X              X    9431335    9687780     57      34  198352       0.3281    0.00072216      0.32737
GPR143             X    9693453    9734005      9       5  200350      0.76619    0.00072216      0.76547
SHROOM2            X    9754496    9917585     38      22  195890     -0.53925    0.00072216     -0.53998
CLDN34             X    9935398    9936042      1       1  195360       1.2688    0.00072216        1.268
WWC3               X    9983795   10112518     31      17  195633       1.4137    0.00072216        1.413
CLCN4              X   10124985   10205700     16       7  202111     -0.79792    0.00072216     -0.79864
MID1               X   10413350   10851829     43      22  197421     -0.34709    0.00072216     -0.34781
HCCS               X   11129406   11141206      1       1  195433     -0.11661    0.00072216     -0.11733
ARHGAP6            X   11155663   11683821     42      20  199451      -1.6452    0.00072216      -1.6459
AMELX              X   11311533   11318881      1       1  195109      -1.3618    0.00072216      -1.3625
MSL3               X   11776278   11793872      1       1  195611     -0.51808    0.00072216      -0.5188
FRMPD4             X   12156585   12742642    103      56  199247         1.61    0.00072216       1.6093
PRPS2              X   12809474   12842346     11       6  200975      -1.4516    0.00072216      -1.4523
TLR7               X   12885202   12908480      9       5  198249       1.1842    0.00072216       1.1835
TLR8               X   12924739   12941288      6       3  199346      -1.0244    0.00072216      -1.0251
ATXN3L             X   13336766   13338518      2       1  204818      -1.8554    0.00072216      -1.8562
EGFL6              X   13587694   13651694     10       6  197651     -0.28145    0.00072216     -0.28218
TCEANC             X   13671252   13683528      4       1  204372      -1.0928    0.00072216      -1.0936
RAB9A              X   13707240   13727944      4       2  195041     -0.50181    0.00072216     -0.50254
OFD1               X   13733549   13787480      2       1  200011     -0.55261    0.00072216     -0.55333
GPM6B              X   13789062   13956861     32      16  200505      0.24256    0.00072216      0.24184
GEMIN8             X   14024845   14048035      2       1  204672      0.70691    0.00072216      0.70619
GLRA2              X   14547420   14749934     16       9  198680      -2.2525    0.00072216      -2.2533
FANCB              X   14861529   14891184      3       2  198054       1.5824    0.00072216       1.5817
MOSPD2             X   14891527   14940288      5       3  196908       -2.617    0.00072216      -2.6177
ASB9               X   15262109   15288589      7       3  203350       2.7653    0.00072216       2.7646
ASB11              X   15293800   15333788      4       2  203314      -2.3059    0.00072216      -2.3066
PIGA               X   15337573   15353676      1       1  204806     -0.87955    0.00072216     -0.88028
FIGF               X   15363713   15402535      5       3  200854      0.58313    0.00072216      0.58241
PIR                X   15402921   15511711     10       5  199805       0.0236    0.00072216     0.022878
BMX                X   15482356   15574652      7       4  199171      -1.9317    0.00072216      -1.9324
ACE2               X   15579156   15620192      5       3  200581       2.5082    0.00072216       2.5075
TMEM27             X   15645439   15683154      1       1  195296      0.80667    0.00072216      0.80595
CA5B               X   15756412   15805748      3       2  201581      -0.7038    0.00072216     -0.70452
ZRSR2              X   15808574   15841383      3       2  195245     -0.53245    0.00072216     -0.53317
AP1S2              X   15843929   15873137      2       1  203121      -1.1756    0.00072216      -1.1763
MAGEB17            X   16185604   16189516      1       1  204507     -0.88062    0.00072216     -0.88134
CTPS2              X   16606122   16731059     16       8  199329      0.92375    0.00072216      0.92303
S100G              X   16668281   16672791      1       1  195377       0.6335    0.00072216      0.63277
SYAP1              X   16737707   16780807      5       3  198680    -0.017469    0.00072216    -0.018191
TXLNG              X   16804555   16862642      5       3  197368     -0.15197    0.00072216     -0.15269
RBBP7              X   16862773   16888565      3       2  198478     -0.43286    0.00072216     -0.43358
REPS2              X   16964814   17171403     12       6  198369     0.027199    0.00072216     0.026477
NHS                X   17393357   17754114     39      25  195990     -0.15767    0.00072216     -0.15839
SCML1              X   17755591   17773105      1       1  195532      -1.2925    0.00072216      -1.2932
RAI2               X   17818169   17879457      5       3  196556      0.99292    0.00072216       0.9922
BEND2              X   18181051   18239024      6       2  201218     -0.48915    0.00072216     -0.48988
SCML2              X   18257433   18372844      6       4  196502     -0.67779    0.00072216     -0.67851
CDKL5              X   18443725   18671749     16      10  195869      0.26684    0.00072216      0.26612
RS1                X   18657808   18690223      6       3  198214      0.58861    0.00072216      0.58789
PPEF1              X   18704257   18846039     13       7  198037     -0.63741    0.00072216     -0.63813
PHKA2              X   18910416   19002480      7       5  196514       1.0987    0.00072216       1.0979
ADGRG2             X   19007425   19140755     21      12  199100     -0.46546    0.00072216     -0.46619
PDHA1              X   19362011   19379825      2       1  200043       -1.228    0.00072216      -1.2287
MAP3K15            X   19378174   19533379     25      14  197375     -0.47009    0.00072216     -0.47081
SH3KBP1            X   19552083   19905744     22      12  198292       2.6559    0.00072216       2.6552
CXorf23            X   19930978   19988427      6       4  196829      0.27865    0.00072216      0.27793
MAP7D2             X   20024831   20135114     10       6  196633      0.56861    0.00072216      0.56789
EIF1AX             X   20142636   20159966      3       1  195320     -0.14017    0.00072216      -0.1409
RPS6KA3            X   20168029   20285523      8       5  198656        1.698    0.00072216       1.6973
CNKSR2             X   21392532   21672813     16       9  197124       1.2939    0.00072216       1.2932
SMPX               X   21724090   21776278      5       3  200593       2.1779    0.00072216       2.1772
MBTPS2             X   21857656   21916427      3       2  195417     0.031398    0.00072216     0.030675
SMS                X   21958691   22025798     11       5  202004     -0.67617    0.00072216     -0.67689
PHEX               X   22050921   22266478     50      26  200184      -0.1487    0.00072216     -0.14942
ZNF645             X   22291030   22292578      3       1  198666      0.72673    0.00072216        0.726
DDX53              X   23018078   23020206      4       2  186697      -0.1982    0.00072216     -0.19893
PTCHD1             X   23352985   23414918     27      15  197275       -2.161    0.00072216      -2.1617
PRDX4              X   23682377   23704516      2       1  204509      -1.4872    0.00072216      -1.4879
ACOT9              X   23721777   23784592     12       7  199745       -1.509    0.00072216      -1.5097
SAT1               X   23801275   23804327      1       1  195502      -1.2874    0.00072216      -1.2881
APOO               X   23851465   23926057      2       1  202366    0.0010658    0.00072216   0.00034361
CXorf58            X   23926123   23957624      5       3  188279       1.1031    0.00072216       1.1024
KLHL15             X   24001833   24045303      7       3  200534      0.85686    0.00072216      0.85614
EIF2S3             X   24073065   24096927      2       1  200120     -0.24281    0.00072216     -0.24353
ZFX                X   24167047   24234372      3       2  204761      0.04693    0.00072216     0.046208
SUPT20HL2          X   24328532   24332202      2       1  194986      0.22637    0.00072216      0.22565
PDK3               X   24483344   24568583      9       5  201317       1.5211    0.00072216       1.5203
PCYT1B             X   24576204   24690979     14       8  198674      0.33362    0.00072216       0.3329
POLA1              X   24712038   25015103     17      10  198406       2.3346    0.00072216       2.3339
ARX                X   25021811   25034065      1       1  204581       3.1886    0.00072216       3.1879
MAGEB18            X   26156460   26158853      4       2  202400      0.62333    0.00072216      0.62261
MAGEB6             X   26210557   26213763      1       1  195505      0.27311    0.00072216      0.27238
LOC101928481       X   27695067   27730747      2       1  194867      -1.0352    0.00072216      -1.0359
DCAF8L2            X   27734205   27768050      2       1  200126     0.080059    0.00072216     0.079337
MAGEB10            X   27826107   27841131      4       2  200134      -1.5865    0.00072216      -1.5872
DCAF8L1            X   27996110   27999566      1       1  195439      0.61384    0.00072216      0.61312
IL1RAPL1           X   28605681   29974467    163      78  198667    -0.014033    0.00072216    -0.014756
MAGEB2             X   30233675   30238206      3       2  201630     -0.90955    0.00072216     -0.91027
MAGEB3             X   30248553   30255612      4       2  204794      -0.9399    0.00072216     -0.94062
MAGEB4             X   30260057   30262310      1       1  203822       -1.251    0.00072216      -1.2517
MAGEB1             X   30261848   30270155      1       1  195441      0.50495    0.00072216      0.50423
NR0B1              X   30322539   30327495      1       1  195569      0.35678    0.00072216      0.35606
CXorf21            X   30576941   30596033      4       2  199928       1.5466    0.00072216       1.5458
GK                 X   30671476   30749579      5       3  198195     -0.80975    0.00072216     -0.81047
TAB3               X   30845559   30907511      2       1  199983     -0.33419    0.00072216     -0.33491
FTHL17             X   31089358   31090170      3       2  180266     -0.83858    0.00072216      -0.8393
DMD                X   31137345   33357726    526     218  198813       0.6968    0.00072216      0.69608
TMEM47             X   34645181   34675405      3       2  198502     -0.83479    0.00072216     -0.83551
FAM47B             X   34960913   34963034      1       1  195577     -0.47525    0.00072216     -0.47597
MAGEB16            X   35816459   35821852      4       1  204803       1.4797    0.00072216       1.4789
CFAP47             X   36057125   36163187      5       3  198935     -0.61135    0.00072216     -0.61208
FAM47C             X   37026432   37029739      2       1  200185     -0.77096    0.00072216     -0.77168
PRRG1              X   37208528   37316548     11       7  197946     0.094107    0.00072216     0.093384
LANCL3             X   37430822   37536750      9       5  199415     -0.52931    0.00072216     -0.53004
XK                 X   37545133   37591383      1       1  195560       1.2822    0.00072216       1.2815
CYBB               X   37639266   37672718      6       4  196945      0.29111    0.00072216      0.29039
DYNLT3             X   37698089   37706889      1       1  204433     -0.36921    0.00072216     -0.36993
SYTL5              X   37865835   37988073     13       7  198691      0.21263    0.00072216      0.21191
SRPX               X   38008588   38080177     12       6  199913      0.78064    0.00072216      0.77991
RPGR               X   38128423   38186817     20      10  199848        1.341    0.00072216       1.3403
OTC                X   38211736   38280703      8       5  200362       -0.541    0.00072216     -0.54172
TSPAN7             X   38420731   38548172     14       8  199920      -0.9307    0.00072216     -0.93142
MID1IP1            X   38660685   38665785      2       1  198394      -2.2167    0.00072216      -2.2174
BCOR               X   39910499   40036643     23      12  197005      0.44916    0.00072216      0.44844
ATP6AP2            X   40440141   40465889      3       2  195508     -0.43176    0.00072216     -0.43248
CXorf38            X   40486173   40506929      3       2  195373      -3.0564    0.00072216      -3.0571
MED14              X   40508795   40595374      6       3  198538       0.7138    0.00072216      0.71308
USP9X              X   40944727   41095832     20      10  197613     -0.59552    0.00072216     -0.59624
DDX3X              X   41192561   41209527      4       2  196461       -1.547    0.00072216      -1.5477
NYX                X   41306713   41334905      4       2  200005     -0.72059    0.00072216     -0.72132
CASK               X   41374187   41782415     28      12  198933      0.14776    0.00072216      0.14704
MAOA               X   43514155   43606071      8       5  198869      0.32871    0.00072216      0.32799
MAOB               X   43625857   43741721      9       5  198520     -0.18926    0.00072216     -0.18998
NDP                X   43808022   43832921     11       7  197056     -0.92654    0.00072216     -0.92726
EFHC2              X   44005549   44202923     29      17  196028      -1.1694    0.00072216      -1.1701
